order_id,user_id,order_value,items_count,hour,day_of_week,payment_mode,outside_city_center,risky_cancel_rate,fraud_label,high_value_order,late_night_order
ORD102413,U6661,258.11,9,23,4,CARD,1,1,1,0,1
ORD102414,U7142,616.74,7,19,2,COD,1,0,0,0,0
ORD102415,U6626,353.86,3,19,1,COD,0,0,0,0,0
ORD102416,U9787,814.88,4,10,6,COD,0,0,0,0,0
ORD102417,U9472,623.34,2,7,4,UPI,0,0,0,0,0
ORD102418,U1423,229.36,8,19,0,COD,0,0,0,0,0
ORD102419,U7999,205.24,6,0,0,UPI,0,0,1,0,1
ORD102420,U5249,145.47,3,5,0,UPI,0,0,0,0,0
ORD102421,U2750,429.62,5,7,5,COD,1,0,0,0,0
ORD102422,U5757,1659.94,5,13,3,COD,0,0,0,1,0
ORD102423,U2967,111.61,1,2,5,COD,0,0,1,0,1
ORD102424,U5088,50.05,5,1,5,CARD,0,0,1,0,1
ORD102425,U5178,63.58,6,21,5,COD,0,1,1,0,0
ORD102426,U8789,764.16,2,0,5,COD,0,0,1,0,1
ORD102427,U3946,215.47,3,10,6,CARD,1,1,1,0,0
ORD102428,U6394,127.04,5,20,0,COD,1,1,1,0,0
ORD102429,U8880,217.58,3,5,3,UPI,1,0,0,0,0
ORD102430,U6075,518.28,5,7,3,UPI,0,0,0,0,0
ORD102431,U8230,395.7,5,6,1,UPI,0,0,0,0,0
ORD102432,U2531,680.49,8,5,0,UPI,0,1,1,0,0
ORD102433,U3990,207.06,9,17,4,COD,0,1,1,0,0
ORD102434,U8155,300.77,8,11,5,COD,0,1,1,0,0
ORD102435,U5493,53.77,3,7,3,UPI,0,1,1,0,0
ORD102436,U1933,37.93,1,23,1,COD,0,0,0,0,1
ORD102437,U2460,310.19,3,20,3,CARD,0,0,0,0,0
ORD102438,U3723,179.48,1,18,4,COD,0,0,0,0,0
ORD102439,U1285,474.41,9,23,4,UPI,0,0,0,0,1
ORD102440,U1264,21.98,3,4,0,COD,0,0,1,0,1
ORD102441,U7816,64.92,8,18,6,CARD,1,0,0,0,0
ORD102442,U2762,1001.95,6,8,3,UPI,0,0,0,1,0
ORD102443,U1040,417.71,3,11,6,UPI,0,0,0,0,0
ORD102444,U6827,622.49,9,14,4,UPI,1,0,0,0,0
ORD102445,U9259,922.49,8,22,2,COD,0,0,0,0,1
ORD102446,U1987,311.66,3,12,4,UPI,1,0,0,0,0
ORD102447,U8804,715.77,7,23,4,COD,0,0,0,0,1
ORD102448,U8789,371.78,5,12,3,UPI,0,0,0,0,0
ORD102449,U6717,126.0,2,20,5,COD,0,1,1,0,0
ORD102450,U4198,205.99,8,20,4,COD,0,0,0,0,0
ORD102451,U6374,337.02,1,4,1,COD,1,0,1,0,1
ORD102452,U5790,190.55,4,1,5,COD,0,0,1,0,1
ORD102453,U8183,204.38,4,18,4,COD,0,0,0,0,0
ORD102454,U3524,205.79,5,7,2,CARD,0,0,0,0,0
ORD102455,U3479,65.53,4,13,4,UPI,1,0,0,0,0
ORD102456,U6154,44.22,1,5,0,WALLET,0,0,0,0,0
ORD102457,U1778,23.81,7,6,3,COD,0,0,0,0,0
ORD102458,U2492,58.8,2,13,2,UPI,0,1,1,0,0
ORD102459,U1660,210.57,3,5,1,UPI,0,0,0,0,0
ORD102460,U2348,450.54,5,15,6,UPI,0,0,0,0,0
ORD102461,U8851,104.22,8,3,4,UPI,1,0,1,0,1
ORD102462,U8156,1094.67,8,6,4,UPI,0,0,0,1,0
ORD102463,U3044,826.13,2,15,6,UPI,0,0,0,0,0
ORD102464,U8368,367.53,9,3,6,CARD,0,0,1,0,1
ORD102465,U4516,644.06,6,6,6,UPI,0,0,0,0,0
ORD102466,U5577,228.11,9,20,1,WALLET,0,0,0,0,0
ORD102467,U1727,18.74,4,1,6,WALLET,0,0,1,0,1
ORD102468,U8468,1173.44,3,22,4,UPI,0,0,0,1,1
ORD102469,U1342,68.36,5,7,6,COD,0,0,0,0,0
ORD102470,U2447,1477.65,5,9,0,COD,0,1,1,1,0
ORD102471,U7581,424.18,4,1,5,COD,1,0,1,0,1
ORD102472,U7317,182.33,7,5,5,COD,0,0,0,0,0
ORD102473,U1526,342.12,8,3,2,COD,0,0,1,0,1
ORD102474,U7748,348.21,5,20,4,COD,1,0,0,0,0
ORD102475,U1405,11.78,9,0,1,UPI,0,1,1,0,1
ORD102476,U8986,219.61,7,5,6,COD,0,0,0,0,0
ORD102477,U4740,673.28,7,11,1,UPI,0,0,0,0,0
ORD102478,U2846,356.75,8,13,2,COD,1,0,0,0,0
ORD102479,U2478,140.01,4,14,0,CARD,0,0,0,0,0
ORD102480,U1771,204.07,6,23,2,CARD,0,0,0,0,1
ORD102481,U6525,994.09,5,17,4,COD,0,0,0,0,0
ORD102482,U9770,372.8,1,16,5,WALLET,0,0,0,0,0
ORD102483,U1193,375.76,9,8,0,COD,1,0,0,0,0
ORD102484,U3007,1628.13,2,14,0,CARD,0,0,0,1,0
ORD102485,U2185,193.48,6,17,1,UPI,0,0,0,0,0
ORD102486,U3394,326.52,8,23,0,COD,0,0,0,0,1
ORD102487,U5005,834.9,3,20,4,COD,1,0,0,0,0
ORD102488,U8429,711.3,5,17,6,COD,0,0,0,0,0
ORD102489,U3261,154.49,7,4,4,CARD,0,0,1,0,1
ORD102490,U4736,81.9,4,15,6,UPI,1,0,0,0,0
ORD102491,U7716,603.16,5,8,4,COD,0,0,0,0,0
ORD102492,U5875,148.97,1,21,5,UPI,1,0,0,0,0
ORD102493,U9921,1279.87,4,2,3,COD,0,0,1,1,1
ORD102494,U5378,69.2,7,11,0,COD,1,0,0,0,0
ORD102495,U8815,191.59,7,23,0,WALLET,0,0,0,0,1
ORD102496,U4451,28.17,4,13,4,UPI,1,0,0,0,0
ORD102497,U8616,607.53,6,0,6,COD,1,0,1,0,1
ORD102498,U3800,1109.41,5,8,1,WALLET,0,0,0,1,0
ORD102499,U9333,505.13,1,8,5,COD,1,0,0,0,0
ORD102500,U6410,1388.32,8,19,0,COD,0,0,0,1,0
ORD102501,U2455,68.77,7,12,3,COD,0,0,0,0,0
ORD102502,U7892,45.91,5,7,0,UPI,0,0,0,0,0
ORD102503,U6808,911.35,7,10,2,UPI,0,0,0,0,0
ORD102504,U7796,967.28,3,13,3,COD,0,0,0,0,0
ORD102505,U5796,889.05,8,15,1,UPI,0,0,0,0,0
ORD102506,U6093,802.14,5,10,3,CARD,0,0,0,0,0
ORD102507,U2325,224.89,2,18,3,UPI,0,1,1,0,0
ORD102508,U5976,122.61,2,21,0,CARD,1,0,0,0,0
ORD102509,U2159,1321.16,4,9,3,COD,1,0,1,1,0
ORD102510,U5650,183.36,7,7,4,COD,0,0,0,0,0
ORD102511,U5987,254.09,4,10,5,UPI,1,0,0,0,0
ORD102512,U5697,601.25,9,7,3,COD,1,1,1,0,0
ORD102513,U1340,173.61,2,19,0,COD,0,1,1,0,0
ORD102514,U4828,854.99,6,9,4,COD,0,0,0,0,0
ORD102515,U2968,36.3,4,16,1,CARD,0,0,0,0,0
ORD102516,U1703,783.15,6,22,2,COD,0,0,0,0,1
ORD102517,U6482,460.46,9,10,3,COD,0,0,0,0,0
ORD102518,U7376,425.48,9,11,4,COD,0,0,0,0,0
ORD102519,U2800,306.59,9,9,4,CARD,0,0,0,0,0
ORD102520,U6463,162.2,9,19,1,UPI,0,0,0,0,0
ORD102521,U5912,311.88,3,16,1,COD,0,0,0,0,0
ORD102522,U5648,298.94,9,2,2,CARD,1,0,1,0,1
ORD102523,U1855,438.24,3,6,2,CARD,0,0,0,0,0
ORD102524,U3866,165.35,3,2,0,UPI,1,1,1,0,1
ORD102525,U1182,40.39,5,16,2,COD,0,0,0,0,0
ORD102526,U4112,78.38,6,22,2,UPI,0,0,0,0,1
ORD102527,U6670,600.62,9,7,6,WALLET,1,0,0,0,0
ORD102528,U5492,11.37,1,20,4,COD,0,0,0,0,0
ORD102529,U6823,970.51,8,21,3,COD,0,0,0,0,0
ORD102530,U2517,592.73,4,18,6,COD,1,0,0,0,0
ORD102531,U6002,730.7,7,13,6,UPI,0,1,1,0,0
ORD102532,U2356,903.9,6,4,6,UPI,0,0,1,0,1
ORD102533,U4629,65.46,6,18,3,COD,0,1,1,0,0
ORD102534,U4628,864.25,7,12,5,COD,1,0,0,0,0
ORD102535,U9210,351.24,4,17,2,WALLET,0,0,0,0,0
ORD102536,U7132,1083.69,6,22,6,CARD,0,0,0,1,1
ORD102537,U7588,1088.36,3,10,5,WALLET,1,0,0,1,0
ORD102538,U4311,12.24,5,22,5,CARD,0,1,1,0,1
ORD102539,U7048,241.33,2,11,0,UPI,1,0,0,0,0
ORD102540,U7246,373.69,3,7,0,COD,0,0,0,0,0
ORD102541,U1987,567.16,9,11,3,UPI,0,0,0,0,0
ORD102542,U4321,168.57,6,0,1,COD,0,0,1,0,1
ORD102543,U5615,145.27,3,17,4,UPI,0,0,0,0,0
ORD102544,U9365,240.04,2,1,2,UPI,0,0,1,0,1
ORD102545,U4741,347.51,5,11,4,WALLET,0,0,0,0,0
ORD102546,U4052,1509.46,5,18,6,COD,0,0,0,1,0
ORD102547,U7574,717.97,1,22,2,COD,0,0,0,0,1
ORD102548,U1726,280.46,3,6,2,UPI,1,0,0,0,0
ORD102549,U4760,27.95,7,6,5,CARD,0,0,0,0,0
ORD102550,U6806,92.27,9,0,3,WALLET,0,1,1,0,1
ORD102551,U2875,304.33,5,17,4,UPI,0,0,0,0,0
ORD102552,U7993,840.54,4,7,4,COD,0,0,0,0,0
ORD102553,U5033,239.58,3,9,1,COD,1,1,1,0,0
ORD102554,U6443,386.63,9,22,1,WALLET,1,1,1,0,1
ORD102555,U1989,1111.91,7,0,4,UPI,1,0,1,1,1
ORD102556,U4744,1225.52,7,14,1,UPI,1,0,0,1,0
ORD102557,U9611,121.53,8,14,1,COD,1,0,0,0,0
ORD102558,U1593,22.29,1,3,2,COD,0,0,1,0,1
ORD102559,U2774,182.22,4,9,3,UPI,0,0,0,0,0
ORD102560,U1935,595.04,5,7,6,CARD,0,0,0,0,0
ORD102561,U4808,1509.11,5,13,2,WALLET,0,0,0,1,0
ORD102562,U1331,40.08,1,12,5,CARD,0,0,0,0,0
ORD102563,U8922,14.45,3,20,1,UPI,0,0,0,0,0
ORD102564,U3702,1077.72,2,16,2,UPI,0,0,0,1,0
ORD102565,U6889,689.45,7,6,2,CARD,0,0,0,0,0
ORD102566,U6054,2429.94,5,5,0,COD,0,0,0,1,0
ORD102567,U4868,252.75,3,8,2,WALLET,0,0,0,0,0
ORD102568,U5200,268.97,8,19,2,UPI,1,0,0,0,0
ORD102569,U1201,94.56,1,19,3,WALLET,0,0,0,0,0
ORD102570,U3497,61.56,1,7,4,CARD,0,0,0,0,0
ORD102571,U2842,432.23,6,13,0,COD,0,0,0,0,0
ORD102572,U5658,226.5,1,19,0,COD,1,0,0,0,0
ORD102573,U8544,41.86,4,2,0,COD,1,0,1,0,1
ORD102574,U8718,1090.13,6,22,5,COD,1,0,1,1,1
ORD102575,U1770,110.55,1,12,0,UPI,0,0,0,0,0
ORD102576,U4155,690.32,9,20,3,UPI,0,0,0,0,0
ORD102577,U2628,165.8,4,8,4,UPI,1,0,0,0,0
ORD102578,U1386,838.07,9,20,5,COD,0,0,0,0,0
ORD102579,U7031,63.01,9,8,3,WALLET,0,0,0,0,0
ORD102580,U7439,705.44,6,21,0,UPI,0,0,0,0,0
ORD102581,U7401,51.64,7,21,4,CARD,1,0,0,0,0
ORD102582,U5008,296.12,1,10,3,COD,0,0,0,0,0
ORD102583,U3466,662.14,5,5,4,CARD,1,0,0,0,0
ORD102584,U3282,95.11,3,22,5,COD,0,0,0,0,1
ORD102585,U2856,168.2,6,11,3,UPI,1,0,0,0,0
ORD102586,U8980,1000.38,4,3,6,UPI,0,0,1,1,1
ORD102587,U2998,1081.93,9,3,4,WALLET,0,0,1,1,1
ORD102588,U6476,22.99,7,22,3,COD,0,1,1,0,1
ORD102589,U5669,92.02,4,21,0,COD,0,0,0,0,0
ORD102590,U5318,62.48,6,16,0,CARD,0,1,1,0,0
ORD102591,U8064,99.04,2,6,0,COD,1,1,1,0,0
ORD102592,U8446,1756.42,3,5,5,COD,0,0,0,1,0
ORD102593,U2431,401.1,7,19,6,UPI,0,0,0,0,0
ORD102594,U6624,315.66,4,7,3,COD,0,0,0,0,0
ORD102595,U8461,2082.41,7,6,4,COD,1,1,1,1,0
ORD102596,U2819,407.04,9,7,4,COD,1,0,0,0,0
ORD102597,U2130,541.05,5,8,1,COD,0,0,0,0,0
ORD102598,U7563,202.31,1,0,2,UPI,1,0,1,0,1
ORD102599,U3658,240.73,5,2,6,COD,0,0,1,0,1
ORD102600,U4500,451.21,6,17,6,CARD,0,0,0,0,0
ORD102601,U9566,36.17,2,18,0,WALLET,0,0,0,0,0
ORD102602,U3120,147.78,8,10,0,COD,1,0,0,0,0
ORD102603,U5020,109.58,2,15,0,CARD,0,0,0,0,0
ORD102604,U4259,8.01,9,17,1,WALLET,0,0,0,0,0
ORD102605,U2823,384.91,2,5,1,UPI,0,0,0,0,0
ORD102606,U2474,411.69,3,1,1,WALLET,0,0,1,0,1
ORD102607,U3242,242.2,8,3,0,COD,1,0,1,0,1
ORD102608,U4243,156.48,6,4,4,CARD,0,0,1,0,1
ORD102609,U7990,527.86,1,20,0,UPI,0,1,1,0,0
ORD102610,U6160,72.32,4,13,6,COD,1,0,0,0,0
ORD102611,U4134,365.54,5,0,1,UPI,0,0,1,0,1
ORD102612,U3070,730.67,3,21,1,UPI,1,0,0,0,0
ORD102613,U1359,89.74,1,13,2,COD,1,0,0,0,0
ORD102614,U2141,699.71,3,20,3,COD,0,0,0,0,0
ORD102615,U2635,715.22,9,12,2,UPI,0,0,0,0,0
ORD102616,U5000,30.9,2,21,2,UPI,0,0,0,0,0
ORD102617,U4361,9.48,1,15,0,UPI,0,0,0,0,0
ORD102618,U7583,1823.59,7,3,3,UPI,1,0,1,1,1
ORD102619,U8835,107.45,7,5,6,COD,0,0,0,0,0
ORD102620,U1006,863.38,5,8,3,UPI,1,0,0,0,0
ORD102621,U4267,412.6,2,0,0,CARD,1,1,1,0,1
ORD102622,U7564,153.58,1,21,4,CARD,0,0,0,0,0
ORD102623,U5928,69.61,5,16,5,UPI,1,0,0,0,0
ORD102624,U3606,343.26,4,22,6,WALLET,1,0,0,0,1
ORD102625,U6906,261.58,9,3,0,CARD,1,0,1,0,1
ORD102626,U4273,600.13,5,5,4,COD,0,0,0,0,0
ORD102627,U8611,1172.58,2,15,6,COD,0,0,0,1,0
ORD102628,U1913,818.01,4,6,4,COD,0,1,1,0,0
ORD102629,U3011,160.41,9,4,3,UPI,1,0,1,0,1
ORD102630,U2442,1055.71,8,8,0,CARD,0,0,0,1,0
ORD102631,U6546,896.05,3,23,0,COD,0,0,0,0,1
ORD102632,U2829,1323.5,8,18,3,CARD,0,0,0,1,0
ORD102633,U9767,306.85,2,0,2,UPI,0,0,1,0,1
ORD102634,U7468,731.75,3,7,0,UPI,0,0,0,0,0
ORD102635,U1929,447.83,5,19,5,COD,1,0,0,0,0
ORD102636,U4699,185.9,8,22,6,COD,1,1,1,0,1
ORD102637,U2054,2595.27,1,3,5,UPI,0,0,1,1,1
ORD102638,U6744,19.53,4,22,1,CARD,0,0,0,0,1
ORD102639,U2900,88.53,1,16,1,CARD,0,0,0,0,0
ORD102640,U7980,1115.33,1,0,0,UPI,1,0,1,1,1
ORD102641,U8069,31.24,5,1,4,COD,1,0,1,0,1
ORD102642,U4415,1089.39,6,20,5,COD,1,0,1,1,0
ORD102643,U1442,628.02,1,13,5,CARD,0,0,0,0,0
ORD102644,U7218,18.69,6,21,3,COD,0,0,0,0,0
ORD102645,U5652,280.46,5,1,6,UPI,0,0,1,0,1
ORD102646,U8939,702.17,4,0,5,UPI,1,0,1,0,1
ORD102647,U8833,437.45,5,12,4,UPI,0,0,0,0,0
ORD102648,U8597,1373.43,8,22,1,UPI,0,1,1,1,1
ORD102649,U5458,1011.13,9,7,1,WALLET,1,0,0,1,0
ORD102650,U7591,202.22,2,21,6,CARD,1,0,0,0,0
ORD102651,U3309,44.21,6,8,3,CARD,0,0,0,0,0
ORD102652,U7268,1443.5,3,23,1,UPI,1,0,0,1,1
ORD102653,U1910,364.17,2,19,6,COD,0,0,0,0,0
ORD102654,U5340,38.66,1,20,2,WALLET,0,0,0,0,0
ORD102655,U5009,847.98,4,1,1,COD,0,0,1,0,1
ORD102656,U7628,1014.4,8,16,5,UPI,1,0,0,1,0
ORD102657,U3169,510.03,3,5,4,COD,0,0,0,0,0
ORD102658,U3172,296.66,5,2,4,UPI,0,0,1,0,1
ORD102659,U6668,542.61,5,19,2,COD,0,0,0,0,0
ORD102660,U7313,613.25,5,16,6,CARD,1,0,0,0,0
ORD102661,U9315,1117.6,9,5,4,WALLET,0,0,0,1,0
ORD102662,U9036,1560.21,8,7,6,UPI,1,1,1,1,0
ORD102663,U7789,361.1,8,13,4,COD,1,0,0,0,0
ORD102664,U1785,800.97,1,9,6,UPI,0,0,0,0,0
ORD102665,U7139,1669.25,1,19,4,COD,1,1,1,1,0
ORD102666,U7344,81.99,2,9,0,WALLET,0,0,0,0,0
ORD102667,U3416,9.22,8,14,2,COD,1,0,0,0,0
ORD102668,U9988,1016.14,1,7,6,COD,0,0,0,1,0
ORD102669,U5154,108.63,4,10,2,UPI,0,0,0,0,0
ORD102670,U6619,21.7,9,15,1,CARD,0,0,0,0,0
ORD102671,U2936,87.23,2,2,5,UPI,0,1,1,0,1
ORD102672,U4807,242.35,3,14,2,COD,0,0,0,0,0
ORD102673,U8151,123.76,6,12,6,COD,0,1,1,0,0
ORD102674,U4236,182.1,3,10,3,COD,0,0,0,0,0
ORD102675,U3352,1850.36,4,13,2,COD,0,0,0,1,0
ORD102676,U2932,609.38,9,6,6,CARD,1,0,0,0,0
ORD102677,U9556,622.73,9,18,3,COD,0,0,0,0,0
ORD102678,U5916,49.74,5,14,4,UPI,1,0,0,0,0
ORD102679,U6498,658.57,7,5,5,UPI,0,1,1,0,0
ORD102680,U1946,672.28,9,19,6,COD,0,1,1,0,0
ORD102681,U2439,539.03,8,21,3,CARD,0,0,0,0,0
ORD102682,U8730,129.67,7,6,5,UPI,0,0,0,0,0
ORD102683,U5857,274.99,8,23,5,COD,0,0,0,0,1
ORD102684,U1340,936.3,5,13,0,CARD,1,1,1,0,0
ORD102685,U1382,554.64,5,21,6,UPI,0,0,0,0,0
ORD102686,U9491,659.82,5,3,5,UPI,0,0,1,0,1
ORD102687,U1138,442.61,1,8,4,CARD,1,0,0,0,0
ORD102688,U1358,298.54,6,6,6,CARD,0,0,0,0,0
ORD102689,U5931,711.59,5,14,6,UPI,0,0,0,0,0
ORD102690,U4456,35.17,8,2,3,COD,0,0,1,0,1
ORD102691,U2627,559.14,8,4,5,COD,0,1,1,0,1
ORD102692,U7626,2939.87,2,16,4,CARD,0,0,0,1,0
ORD102693,U6004,757.5,6,23,0,WALLET,1,0,0,0,1
ORD102694,U7652,171.64,6,0,4,COD,0,0,1,0,1
ORD102695,U7416,162.74,3,0,4,COD,0,0,1,0,1
ORD102696,U4170,550.13,1,15,2,CARD,0,0,0,0,0
ORD102697,U4835,1130.98,7,22,1,COD,0,0,0,1,1
ORD102698,U9017,431.32,5,13,3,COD,0,1,1,0,0
ORD102699,U3151,374.76,5,10,1,COD,0,0,0,0,0
ORD102700,U7905,87.41,8,13,0,COD,1,0,0,0,0
ORD102701,U3834,628.44,5,7,0,WALLET,1,0,0,0,0
ORD102702,U3567,605.83,5,18,4,WALLET,0,0,0,0,0
ORD102703,U2307,1704.89,1,1,1,COD,0,0,1,1,1
ORD102704,U9848,178.47,2,22,3,WALLET,1,1,1,0,1
ORD102705,U3660,706.21,5,9,6,COD,1,0,0,0,0
ORD102706,U4730,284.64,7,4,3,CARD,0,1,1,0,1
ORD102707,U7207,408.76,3,14,6,COD,0,0,0,0,0
ORD102708,U4162,847.64,1,0,4,CARD,0,0,1,0,1
ORD102709,U2140,125.51,2,1,3,COD,0,0,1,0,1
ORD102710,U9458,209.94,3,18,2,COD,0,0,0,0,0
ORD102711,U2708,742.08,9,21,6,WALLET,1,0,0,0,0
ORD102712,U4630,422.52,8,16,1,COD,0,0,0,0,0
ORD102713,U4211,48.49,4,14,0,WALLET,0,0,0,0,0
ORD102714,U7538,281.22,8,23,3,COD,0,0,0,0,1
ORD102715,U1475,441.71,9,17,6,COD,0,1,1,0,0
ORD102716,U8684,1201.3,3,20,3,CARD,0,0,0,1,0
ORD102717,U2207,104.43,6,7,3,UPI,1,0,0,0,0
ORD102718,U2960,819.83,8,20,4,UPI,0,0,0,0,0
ORD102719,U1557,69.99,7,13,0,COD,1,0,0,0,0
ORD102720,U1882,138.69,9,7,6,UPI,0,0,0,0,0
ORD102721,U5761,139.42,7,21,1,COD,0,0,0,0,0
ORD102722,U6867,1049.74,1,22,3,UPI,1,0,0,1,1
ORD102723,U7963,110.96,9,7,2,UPI,0,0,0,0,0
ORD102724,U8166,773.14,5,18,5,UPI,1,0,0,0,0
ORD102725,U8929,309.77,6,12,6,WALLET,0,0,0,0,0
ORD102726,U6347,3501.46,2,4,4,UPI,0,0,1,1,1
ORD102727,U8269,913.46,2,9,1,COD,0,1,1,0,0
ORD102728,U9125,672.97,4,6,3,COD,1,0,0,0,0
ORD102729,U3454,1022.91,4,8,1,UPI,1,0,0,1,0
ORD102730,U5494,502.6,5,13,4,COD,0,0,0,0,0
ORD102731,U2946,927.84,7,5,6,COD,0,0,0,0,0
ORD102732,U3808,151.31,1,9,5,CARD,0,0,0,0,0
ORD102733,U7642,51.41,4,0,2,CARD,1,0,1,0,1
ORD102734,U4825,478.47,9,10,6,UPI,0,0,0,0,0
ORD102735,U4536,285.19,8,7,3,UPI,0,0,0,0,0
ORD102736,U7068,277.95,3,5,2,UPI,0,0,0,0,0
ORD102737,U4802,374.06,6,16,4,UPI,0,0,0,0,0
ORD102738,U5699,224.22,9,3,2,CARD,1,1,1,0,1
ORD102739,U2970,491.83,8,5,4,UPI,0,1,1,0,0
ORD102740,U6806,15.52,7,14,5,COD,0,1,1,0,0
ORD102741,U7142,1751.47,7,9,2,UPI,0,0,0,1,0
ORD102742,U3819,1293.2,1,16,1,UPI,0,0,0,1,0
ORD102743,U1364,1368.77,5,9,6,COD,0,0,0,1,0
ORD102744,U5258,227.07,7,4,1,COD,1,0,1,0,1
ORD102745,U4119,379.53,2,18,4,CARD,1,0,0,0,0
ORD102746,U2863,1540.98,6,6,1,UPI,0,0,0,1,0
ORD102747,U1115,1163.16,2,23,5,CARD,0,0,0,1,1
ORD102748,U8084,780.91,3,18,2,COD,0,0,0,0,0
ORD102749,U9016,261.56,1,9,6,COD,1,0,0,0,0
ORD102750,U3384,415.45,3,18,2,COD,0,1,1,0,0
ORD102751,U4935,787.31,7,10,6,UPI,0,1,1,0,0
ORD102752,U8742,159.42,5,2,3,UPI,0,0,1,0,1
ORD102753,U6442,492.35,4,10,4,CARD,1,0,0,0,0
ORD102754,U3490,879.94,8,5,1,UPI,0,0,0,0,0
ORD102755,U7980,614.57,8,5,5,WALLET,1,0,0,0,0
ORD102756,U8661,326.46,1,14,4,COD,0,0,0,0,0
ORD102757,U2724,439.27,9,2,1,COD,1,0,1,0,1
ORD102758,U9182,2240.4,9,21,3,COD,0,0,0,1,0
ORD102759,U3767,460.64,2,10,2,UPI,0,0,0,0,0
ORD102760,U2137,770.0,2,7,6,COD,0,1,1,0,0
ORD102761,U5117,648.42,8,22,2,UPI,0,0,0,0,1
ORD102762,U4420,604.48,6,22,5,COD,0,0,0,0,1
ORD102763,U6845,630.04,3,7,0,COD,0,0,0,0,0
ORD102764,U5778,302.94,2,22,4,UPI,1,1,1,0,1
ORD102765,U4906,321.38,5,15,1,COD,1,0,0,0,0
ORD102766,U4637,315.43,8,2,0,CARD,0,0,1,0,1
ORD102767,U3953,16.91,6,7,4,CARD,0,0,0,0,0
ORD102768,U6929,137.92,3,7,6,COD,0,0,0,0,0
ORD102769,U1276,83.95,9,12,1,CARD,1,0,0,0,0
ORD102770,U2999,1087.73,8,0,3,UPI,1,0,1,1,1
ORD102771,U2227,160.77,6,9,4,UPI,0,0,0,0,0
ORD102772,U7337,74.51,1,4,1,COD,1,1,1,0,1
ORD102773,U4735,63.78,2,4,6,UPI,0,0,1,0,1
ORD102774,U1695,601.97,4,16,2,COD,0,1,1,0,0
ORD102775,U5152,3.05,2,21,4,COD,0,0,0,0,0
ORD102776,U8901,318.67,3,13,1,COD,0,0,0,0,0
ORD102777,U8470,63.28,8,5,5,UPI,0,0,0,0,0
ORD102778,U8537,947.44,9,13,2,UPI,0,0,0,0,0
ORD102779,U3841,1590.43,6,11,6,CARD,0,1,1,1,0
ORD102780,U5208,1594.11,4,19,2,UPI,1,0,0,1,0
ORD102781,U9733,291.67,2,21,0,WALLET,0,0,0,0,0
ORD102782,U2088,517.14,7,21,1,CARD,0,0,0,0,0
ORD102783,U4363,457.78,7,0,0,COD,1,0,1,0,1
ORD102784,U1024,215.42,9,4,5,UPI,1,0,1,0,1
ORD102785,U7144,293.55,5,17,6,UPI,0,0,0,0,0
ORD102786,U6668,33.24,4,13,0,UPI,0,0,0,0,0
ORD102787,U5236,794.08,6,6,3,UPI,0,0,0,0,0
ORD102788,U9068,137.75,2,14,0,UPI,1,0,0,0,0
ORD102789,U3235,308.58,2,8,0,COD,0,0,0,0,0
ORD102790,U8295,327.56,9,14,6,UPI,1,0,0,0,0
ORD102791,U9392,411.3,7,15,3,COD,0,0,0,0,0
ORD102792,U9448,851.54,7,8,3,COD,0,0,0,0,0
ORD102793,U4747,588.63,5,6,4,UPI,0,0,0,0,0
ORD102794,U4175,543.93,7,6,0,UPI,0,0,0,0,0
ORD102795,U5897,374.06,9,16,2,COD,0,1,1,0,0
ORD102796,U6037,50.44,5,10,3,UPI,0,0,0,0,0
ORD102797,U8427,257.09,9,5,1,UPI,1,0,0,0,0
ORD102798,U9605,1576.98,1,13,4,COD,1,0,1,1,0
ORD102799,U3014,2707.21,3,14,6,UPI,0,1,1,1,0
ORD102800,U2381,655.59,7,20,4,COD,1,0,0,0,0
ORD102801,U2098,129.07,4,7,0,CARD,1,0,0,0,0
ORD102802,U4426,53.73,2,23,5,COD,0,0,0,0,1
ORD102803,U4655,267.87,3,3,2,UPI,0,0,1,0,1
ORD102804,U8938,970.96,7,0,5,CARD,0,0,1,0,1
ORD102805,U1187,639.82,8,5,5,CARD,0,0,0,0,0
ORD102806,U6409,1076.62,9,0,6,CARD,0,0,1,1,1
ORD102807,U3092,478.27,6,20,3,COD,0,1,1,0,0
ORD102808,U3130,69.82,9,4,1,COD,0,0,1,0,1
ORD102809,U6242,60.97,4,18,0,UPI,0,0,0,0,0
ORD102810,U9549,24.6,5,4,6,UPI,0,0,1,0,1
ORD102811,U6647,418.6,1,21,2,WALLET,1,0,0,0,0
ORD102812,U6185,139.12,9,4,0,COD,0,0,1,0,1
ORD102813,U6776,662.85,9,16,0,UPI,0,0,0,0,0
ORD102814,U8913,579.58,9,11,4,UPI,0,0,0,0,0
ORD102815,U8547,191.44,3,6,5,CARD,1,0,0,0,0
ORD102816,U8823,97.28,8,14,1,COD,0,0,0,0,0
ORD102817,U8355,54.02,3,18,1,WALLET,0,0,0,0,0
ORD102818,U7465,668.4,6,22,1,UPI,0,0,0,0,1
ORD102819,U2497,299.32,5,20,1,CARD,0,0,0,0,0
ORD102820,U3555,195.43,8,12,3,UPI,0,0,0,0,0
ORD102821,U6409,971.24,3,11,3,CARD,1,0,0,0,0
ORD102822,U3951,450.22,1,18,1,COD,0,0,0,0,0
ORD102823,U2238,364.91,9,12,6,CARD,0,0,0,0,0
